input_hex,input_dec,output_hex,output_dec
0x63A0,25504,0xA55A,42330
0x63A1,25505,0xE907,59655
0x63A2,25506,0x308B,12427
0x63A3,25507,0x4AD3,19155
0x63A4,25508,0x3C4B,15435
0x63A5,25509,0xA10B,41227
0x63A6,25510,0x5894,22676
0x63A7,25511,0xC0D1,49361
0x63A8,25512,0x092B,2347
0x63A9,25513,0x9FAC,40876
0x63AA,25514,0x1643,5699
0x63AB,25515,0x591D,22813
0x63AC,25516,0x2D4B,11595
0x63AD,25517,0x597B,22907
0x63AE,25518,0x1652,5714
0x63AF,25519,0x4747,18247
0x63B0,25520,0x962D,38445
0x63B1,25521,0x45BA,17850
0x63B2,25522,0x8A46,35398
0x63B3,25523,0x62D9,25305
0x63B4,25524,0x963C,38460
0x63B5,25525,0xFDDF,64991
0x63B6,25526,0x0880,2176
0x63B7,25527,0xE8DB,59611
0x63B8,25528,0x960F,38415
0x63B9,25529,0x1133,4403
0x63BA,25530,0x4037,16439
0x63BB,25531,0x7227,29223
0x63BC,25532,0x0F4B,3915
0x63BD,25533,0x35AC,13740
0x63BE,25534,0x0B0B,2827
0x63BF,25535,0xFCDE,64734
0x63C0,25536,0x2B18,11032
0x63C1,25537,0x1AC7,6855
0x63C2,25538,0x17F9,6137
0x63C3,25539,0xDF75,57205
0x63C4,25540,0x094D,2381
0x63C5,25541,0x41D8,16856
0x63C6,25542,0x33CC,13260
0x63C7,25543,0xE5A1,58785
0x63C8,25544,0xE9CB,59851
0x63C9,25545,0xAFAF,44975
0x63CA,25546,0x17DB,6107
0x63CB,25547,0xBEAF,48815
0x63CC,25548,0x6D38,27960
0x63CD,25549,0xE40A,58378
0x63CE,25550,0xCD10,52496
0x63CF,25551,0x9458,37976
0x63D0,25552,0x6B2F,27439
0x63D1,25553,0xB3D5,46037
0x63D2,25554,0x7A2F,31279
0x63D3,25555,0xE6F7,59127
0x63D4,25556,0x492F,18735
0x63D5,25557,0xC88C,51340
0x63D6,25558,0x17AC,6060
0x63D7,25559,0x1CE3,7395
0x63D8,25560,0x9797,38807
0x63D9,25561,0x27AF,10159
0x63DA,25562,0x179F,6047
0x63DB,25563,0x579B,22427
0x63DC,25564,0xC34B,49995
0x63DD,25565,0xD782,55170
0x63DE,25566,0x85E3,34275
0x63DF,25567,0xE7F6,59382
0x63E0,25568,0x9779,38777
0x63E1,25569,0xC491,50321
0x63E2,25570,0x1771,6001
0x63E3,25571,0xB60D,46605
0x63E4,25572,0xD12E,53550
0x63E5,25573,0xE2A6,58022
0x63E6,25574,0x709E,28830
0x63E7,25575,0x60F9,24825
0x63E8,25576,0x975B,38747
0x63E9,25577,0x5D7F,23935
0x63EA,25578,0x1753,5971
0x63EB,25579,0xAEAE,44718
0x63EC,25580,0x974A,38730
0x63ED,25581,0xB62F,46639
0x63EE,25582,0xA10B,41227
0x63EF,25583,0x74FC,29948
0x63F0,25584,0x7B2E,31534
0x63F1,25585,0xE1F0,57840
0x63F2,25586,0x1735,5941
0x63F3,25587,0x2AB3,10931
0x63F4,25588,0x5849,22601
0x63F5,25589,0xDA25,55845
0x63F6,25590,0x7340,29504
0x63F7,25591,0x5F1B,24347
0x63F8,25592,0x971F,38687
0x63F9,25593,0x37AE,14254
0x63FA,25594,0x8B8B,35723
0x63FB,25595,0xE05B,57435
0x63FC,25596,0xC35A,50010
0x63FD,25597,0x19F7,6647
0x63FE,25598,0xEDFC,60924
0x63FF,25599,0x9ECB,40651
0x6400,25600,0xC67D,50813
0x6401,25601,0xA468,42088
0x6402,25602,0x0303,771
0x6403,25603,0xF54E,62798
0x6404,25604,0x61F8,25080
0x6405,25605,0x6AE2,27362
0x6406,25606,0x7C5E,31838
0x6407,25607,0x53F9,21497
0x6408,25608,0xACF9,44281
0x6409,25609,0x47FC,18428
0x640A,25610,0x4B96,19350
0x640B,25611,0x0066,102
0x640C,25612,0x0FB4,4020
0x640D,25613,0x01FE,510
0x640E,25614,0x4A2C,18988
0x640F,25615,0x493E,18750
0x6410,25616,0xB128,45352
0x6411,25617,0x46FD,18173
0x6412,25618,0xCD76,52598
0x6413,25619,0x7575,30069
0x6414,25620,0xCA71,51825
0x6415,25621,0x4D81,19841
0x6416,25622,0x943E,37950
0x6417,25623,0xDCAB,56491
0x6418,25624,0x7D6C,32108
0x6419,25625,0xBF15,48917
0x641A,25626,0xB22B,45611
0x641B,25627,0x496B,18795
0x641C,25628,0x41BE,16830
0x641D,25629,0x084C,2124
0x641E,25630,0xBF04,48900
0x641F,25631,0x0330,816
0x6420,25632,0x6464,25700
0x6421,25633,0x08B3,2227
0x6422,25634,0x8B65,35685
0x6423,25635,0x9C50,40016
0x6424,25636,0xCE46,52806
0x6425,25637,0x46EC,18156
0x6426,25638,0xDB42,56130
0x6427,25639,0xAB23,43811
0x6428,25640,0xDE9A,56986
0x6429,25641,0xD7B1,55217
0x642A,25642,0x782D,30765
0x642B,25643,0x486A,18538
0x642C,25644,0xF069,61545
0x642D,25645,0xC9BE,51646
0x642E,25646,0x6D29,27945
0x642F,25647,0x49B6,18870
0x6430,25648,0xBD06,48390
0x6431,25649,0xFAFA,64250
0x6432,25650,0xA4C2,42178
0x6433,25651,0x3CB4,15540
0x6434,25652,0x7A2F,31279
0x6435,25653,0x5F28,24360
0x6436,25654,0x2CF1,11505
0x6437,25655,0xD148,53576
0x6438,25656,0x5498,21656
0x6439,25657,0xC9EB,51691
0x643A,25658,0x1760,5984
0x643B,25659,0x49E3,18915
0x643C,25660,0x89FE,35326
0x643D,25661,0x0437,1079
0x643E,25662,0x09F6,2550
0x643F,25663,0xE493,58515
0x6440,25664,0xDB42,56130
0x6441,25665,0x2C3D,11325
0x6442,25666,0x469B,18075
0x6443,25667,0x0DA7,3495
0x6444,25668,0xA280,41600
0x6445,25669,0xE187,57735
0x6446,25670,0x7070,28784
0x6447,25671,0x14C9,5321
0x6448,25672,0xF6E7,63207
0x6449,25673,0x8778,34680
0x644A,25674,0x7B1D,31517
0x644B,25675,0x1652,5714
0x644C,25676,0xB6E3,46819
0x644D,25677,0x8008,32776
0x644E,25678,0x9F24,40740
0x644F,25679,0xC4A2,50338
0x6450,25680,0xCB16,51990
0x6451,25681,0x9EAD,40621
0x6452,25682,0x7326,29478
0x6453,25683,0x4859,18521
0x6454,25684,0x2046,8262
0x6455,25685,0x68D3,26835
0x6456,25686,0x2604,9732
0x6457,25687,0xF3F3,62451
0x6458,25688,0xA25D,41565
0x6459,25689,0xC873,51315
0x645A,25690,0xE75C,59228
0x645B,25691,0xF690,63120
0x645C,25692,0x3344,13124
0x645D,25693,0xF258,62040
0x645E,25694,0x086E,2158
0x645F,25695,0xA77A,42874
0x6460,25696,0xA67B,42619
0x6461,25697,0xF7A2,63394
0x6462,25698,0x685B,26715
0x6463,25699,0x9B20,39712
0x6464,25700,0xEEEE,61166
0x6465,25701,0x9779,38777
0x6466,25702,0xA028,41000
0x6467,25703,0x78B4,30900
0x6468,25704,0x87B4,34740
0x6469,25705,0xC8BF,51391
0x646A,25706,0x4C6E,19566
0x646B,25707,0x6E91,28305
0x646C,25708,0x7FC4,32708
0x646D,25709,0xB784,46980
0x646E,25710,0x1DB7,7607
0x646F,25711,0x26AE,9902
0x6470,25712,0xE64C,58956
0x6471,25713,0x6CE4,27876
0x6472,25714,0xA6D1,42705
0x6473,25715,0x4A2C,18988
0x6474,25716,0x6644,26180
0x6475,25717,0x9191,37265
0x6476,25718,0x685B,26715
0x6477,25719,0x6512,25874
0x6478,25720,0xB9CE,47566
0x6479,25721,0xC8FB,51451
0x647A,25722,0x916E,37230
0x647B,25723,0x48F3,18675
0x647C,25724,0x88EE,35054
0x647D,25725,0xD591,54673
0x647E,25726,0x08E6,2278
0x647F,25727,0x48E2,18658
0x6480,25728,0xEB41,60225
0x6481,25729,0x957B,38267
0x6482,25730,0xB36E,45934
0x6483,25731,0xEA8C,60044
0x6484,25732,0x853E,34110
0x6485,25733,0x52AD,21165
0x6486,25734,0xB128,45352
0x6487,25735,0x9E25,40485
0x6488,25736,0xF21C,61980
0x6489,25737,0x5764,22372
0x648A,25738,0x6262,25186
0x648B,25739,0xD7C6,55238
0x648C,25740,0x59C0,22976
0x648D,25741,0xCB16,51990
0x648E,25742,0x2002,8194
0x648F,25743,0x4B1E,19230
0x6490,25744,0x56DE,22238
0x6491,25745,0x52F8,21240
0x6492,25746,0xA16D,41325
0x6493,25747,0x04D9,1241
0x6494,25748,0x4FB0,20400
0x6495,25749,0xCB70,52080
0x6496,25750,0xB7A6,47014
0x6497,25751,0xF096,61590
0x6498,25752,0x6600,26112
0x6499,25753,0xE0A4,57508
0x649A,25754,0x0725,1829
0x649B,25755,0x6969,26985
0x649C,25756,0x82C6,33478
0x649D,25757,0x1E87,7815
0x649E,25758,0xE349,58185
0x649F,25759,0xB496,46230
0x64A0,25760,0x0C7B,3195
0x64A1,25761,0x1B7D,7037
0x64A2,25762,0x64CE,25806
0x64A3,25763,0x2FA7,12199
0x64A4,25764,0xA43D,42045
0x64A5,25765,0xCBBC,52156
0x64A6,25766,0x279C,10140
0x64A7,25767,0x6897,26775
0x64A8,25768,0x6565,25957
0x64A9,25769,0xFA27,64039
0x64AA,25770,0x7F3B,32571
0x64AB,25771,0xAC35,44085
0x64AC,25772,0xCD45,52549
0x64AD,25773,0x3D97,15767
0x64AE,25774,0x4073,16499
0x64AF,25775,0xAC24,44068
0x64B0,25776,0x98FE,39166
0x64B1,25777,0xB26F,45679
0x64B2,25778,0x4334,17204
0x64B3,25779,0x69C3,27075
0x64B4,25780,0x8BFC,35836
0x64B5,25781,0x2FE3,12259
0x64B6,25782,0x19E6,6630
0x64B7,25783,0x4D09,19721
0x64B8,25784,0x3BE6,15334
0x64B9,25785,0xCDCD,52685
0x64BA,25786,0x62AE,25262
0x64BB,25787,0xF5B1,62897
0x64BC,25788,0xBD17,48407
0x64BD,25789,0x2F6B,12139
0x64BE,25790,0x0BD6,3030
0x64BF,25791,0x4BD2,19410
0x64C0,25792,0x0F78,3960
0x64C1,25793,0xE21D,57885
0x64C2,25794,0x50C9,20681
0x64C3,25795,0x3F48,16200
0x64C4,25796,0x8EDB,36571
0x64C5,25797,0x1265,4709
0x64C6,25798,0x0220,544
0x64C7,25799,0x8D14,36116
0x64C8,25800,0x8549,34121
0x64C9,25801,0x6886,26758
0x64CA,25802,0x1463,5219
0x64CB,25803,0x0E5B,3675
0x64CC,25804,0x8800,34816
0x64CD,25805,0x38A1,14497
0x64CE,25806,0x4141,16705
0x64CF,25807,0x69E1,27105
0x64D0,25808,0x8F70,36720
0x64D1,25809,0x1DC0,7616
0x64D2,25810,0xB308,45832
0x64D3,25811,0x4026,16422
0x64D4,25812,0x3245,12869
0x64D5,25813,0x3B91,15249
0x64D6,25814,0x8E42,36418
0x64D7,25815,0xD094,53396
0x64D8,25816,0x825F,33375
0x64D9,25817,0x3201,12801
0x64DA,25818,0x1B4E,6990
0x64DB,25819,0x4D90,19856
0x64DC,25820,0x6251,25169
0x64DD,25821,0x8594,34196
0x64DE,25822,0xCB43,52035
0x64DF,25823,0x4A4A,19018
0x64E0,25824,0x9955,39253
0x64E1,25825,0x9BDF,39903
0x64E2,25826,0x8B65,35685
0x64E3,25827,0xB24D,45645
0x64E4,25828,0xFC47,64583
0x64E5,25829,0x5995,22933
0x64E6,25830,0x4510,17680
0x64E7,25831,0x9B20,39712
0x64E8,25832,0x9A12,39442
0x64E9,25833,0x7DD7,32215
0x64EA,25834,0x940D,37901
0x64EB,25835,0xBE9C,48796
0x64EC,25836,0xDADA,56026
0x64ED,25837,0x1D95,7573
0x64EE,25838,0x4F92,20370
0x64EF,25839,0x4A86,19078
0x64F0,25840,0x89CD,35277
0x64F1,25841,0x291A,10522
0x64F2,25842,0x6D92,28050
0x64F3,25843,0xE097,57495
0x64F4,25844,0x8AEC,35564
0x64F5,25845,0xD195,53653
0x64F6,25846,0x9A47,39495
0x64F7,25847,0xA1F4,41460
0x64F8,25848,0x0B5E,2910
0x64F9,25849,0xB957,47447
0x64FA,25850,0xF719,63257
0x64FB,25851,0x5599,21913
0x64FC,25852,0x8ACE,35534
0x64FD,25853,0xCACA,51914
0x64FE,25854,0x6305,25349
0x64FF,25855,0xE55E,58718
0x6500,25856,0xDCBA,56506
0x6501,25857,0x1CF2,7410
0x6502,25858,0x69D2,27090
0x6503,25859,0x5959,22873
0x6504,25860,0x7B6A,31594
0x6505,25861,0x38F4,14580
0x6506,25862,0xEF45,61253
0x6507,25863,0x4D5C,19804
0x6508,25864,0xBE9C,48796
0x6509,25865,0x7326,29478
0x650A,25866,0xE1D2,57810
0x650B,25867,0xDE9A,56986
0x650C,25868,0x2DD2,11730
0x650D,25869,0x84A6,33958
0x650E,25870,0xBD06,48390
0x650F,25871,0x3B08,15112
0x6510,25872,0x4A5B,19035
0x6511,25873,0x4E7D,20093
0x6512,25874,0x4646,17990
0x6513,25875,0x4D09,19721
0x6514,25876,0x9A03,39427
0x6515,25877,0x193B,6459
0x6516,25878,0x8E06,36358
0x6517,25879,0xC693,50835
0x6518,25880,0x0F5A,3930
0x6519,25881,0x1B5F,7007
0x651A,25882,0xC4B3,50355
0x651B,25883,0x385E,14430
0x651C,25884,0x9B46,39750
0x651D,25885,0xE718,59160
0x651E,25886,0x7C1A,31770
0x651F,25887,0x0819,2073
0x6520,25888,0xD99D,55709
0x6521,25889,0x9898,39064
0x6522,25890,0xE37A,58234
0x6523,25891,0x4DC5,19909
0x6524,25892,0x9CC9,40137
0x6525,25893,0x5F28,24360
0x6526,25894,0x39E4,14820
0x6527,25895,0xD21E,53790
0x6528,25896,0xEB8D,60301
0x6529,25897,0xF7E6,63462
0x652A,25898,0xFC74,64628
0x652B,25899,0xCE9B,52891
0x652C,25900,0xA37E,41854
0x652D,25901,0x1AD6,6870
0x652E,25902,0x0DF2,3570
0x652F,25903,0xEC9B,60571
0x6530,25904,0xD8D8,55512
0x6531,25905,0x1AF4,6900
0x6532,25906,0x318A,12682
0x6533,25907,0xC851,51281
0x6534,25908,0x7AC1,31425
0x6535,25909,0x7227,29223
0x6536,25910,0x4271,17009
0x6537,25911,0x0022,34
0x6538,25912,0xE40A,58378
0x6539,25913,0xCDAB,52651
0x653A,25914,0x7520,29984
0x653B,25915,0x469B,18075
0x653C,25916,0x8DBE,36286
0x653D,25917,0xA42C,42028
0x653E,25918,0x6C1B,27675
0x653F,25919,0x1FE0,8160
0x6540,25920,0xF780,63360
0x6541,25921,0x4D2B,19755
0x6542,25922,0x07AD,1965
0x6543,25923,0x4C5D,19549
0x6544,25924,0xA53C,42300
0x6545,25925,0x99EE,39406
0x6546,25926,0xAE15,44565
0x6547,25927,0x9898,39064
0x6548,25928,0x0AF5,2805
0x6549,25929,0x1230,4656
0x654A,25930,0xCB8F,52111
0x654B,25931,0x31FD,12797
0x654C,25932,0x3146,12614
0x654D,25933,0x13B9,5049
0x654E,25934,0x0C6A,3178
0x654F,25935,0x9F42,40770
0x6550,25936,0x975B,38747
0x6551,25937,0xDFCE,57294
0x6552,25938,0x73FB,29691
0x6553,25939,0x7227,29223
0x6554,25940,0x875A,34650
0x6555,25941,0xCDFE,52734
0x6556,25942,0x9090,37008
0x6557,25943,0x62D9,25305
0x6558,25944,0x6F18,28440
0x6559,25945,0x6798,26520
0x655A,25946,0xB685,46725
0x655B,25947,0x7698,30360
0x655C,25948,0x8C26,35878
0x655D,25949,0x6E4C,28236
0x655E,25950,0x4730,18224
0x655F,25951,0x0D94,3476
0x6560,25952,0x13B9,5049
0x6561,25953,0x4433,17459
0x6562,25954,0x9D8C,40332
0x6563,25955,0xAA99,43673
0x6564,25956,0x7997,31127
0x6565,25957,0x3333,13107
0x6566,25958,0xECDF,60639
0x6567,25959,0xF74C,63308
0x6568,25960,0x1890,6288
0x6569,25961,0xFF99,65433
0x656A,25962,0x4DB2,19890
0x656B,25963,0xEE99,61081
0x656C,25964,0x8CEA,36074
0x656D,25965,0x9F42,40770
0x656E,25966,0x0CE2,3298
0x656F,25967,0x4CE6,19686
0x6570,25968,0xE50B,58635
0x6571,25969,0x3399,13209
0x6572,25970,0xB029,45097
0x6573,25971,0x4C91,19601
0x6574,25972,0x1919,6425
0x6575,25973,0xBBCC,48076
0x6576,25974,0x0C84,3204
0x6577,25975,0x4C80,19584
0x6578,25976,0x32FE,13054
0x6579,25977,0xCCBB,52411
0x657A,25978,0xE4A0,58528
0x657B,25979,0xC639,50745
0x657C,25980,0x8CAE,36014
0x657D,25981,0x2F1C,12060
0x657E,25982,0xDC89,56457
0x657F,25983,0xEAC8,60104
0x6580,25984,0x5C7E,23678
0x6581,25985,0x04AE,1198
0x6582,25986,0x44DD,17629
0x6583,25987,0xBD53,48467
0x6584,25988,0xB04F,45135
0x6585,25989,0xBA67,47719
0x6586,25990,0x36D8,14040
0x6587,25991,0x4F7C,20348
0x6588,25992,0x596A,22890
0x6589,25993,0xCF47,53063
0x658A,25994,0x3CD2,15570
0x658B,25995,0xB3B3,46003
0x658C,25996,0xFD20,64800
0x658D,25997,0xCF56,53078
0x658E,25998,0xC963,51555
0x658F,25999,0xBC9E,48286
0x6590,26000,0x56FC,22268
0x6591,26001,0xCF21,53025
0x6592,26002,0x9382,37762
0x6593,26003,0x04C8,1224
0x6594,26004,0x7C6D,31853
0x6595,26005,0x619E,24990
0x6596,26006,0x0660,1632
0x6597,26007,0x709E,28830
0x6598,26008,0xEF01,61185
0x6599,26009,0x9801,38913
0x659A,26010,0xB4B4,46260
0x659B,26011,0x0E4A,3658
0x659C,26012,0xA794,42900
0x659D,26013,0xD6C7,54983
0x659E,26014,0xBC07,48135
0x659F,26015,0x47ED,18413
0x65A0,26016,0xAE9D,44701
0x65A1,26017,0xDB9F,56223
0x65A2,26018,0xEB9C,60316
0x65A3,26019,0xEBBE,60350
0x65A4,26020,0xFC47,64583
0x65A5,26021,0xF99F,63903
0x65A6,26022,0x9867,39015
0x65A7,26023,0xE89F,59551
0x65A8,26024,0x8FCB,36811
0x65A9,26025,0x9F9F,40863
0x65AA,26026,0xA16D,41325
0x65AB,26027,0x8BFC,35836
0x65AC,26028,0xED47,60743
0x65AD,26029,0xCFDE,53214
0x65AE,26030,0x0FD2,4050
0x65AF,26031,0x4FD6,20438
0x65B0,26032,0xEA04,59908
0x65B1,26033,0x2345,9029
0x65B2,26034,0x2D87,11655
0x65B3,26035,0x2CC2,11458
0x65B4,26036,0xC851,51281
0x65B5,26037,0x8901,35073
0x65B6,26038,0xBDAC,48556
0x65B7,26039,0x11EE,4590
0x65B8,26040,0x1F1F,7967
0x65B9,26041,0x179F,6047
0x65BA,26042,0x087F,2175
0x65BB,26043,0x89BA,35258
0x65BC,26044,0x8F9E,36766
0x65BD,26045,0xCF9A,53146
0x65BE,26046,0x0F96,3990
0x65BF,26047,0x7FC4,32708
0x65C0,26048,0xD42B,54315
0x65C1,26049,0xEB9C,60316
0x65C2,26050,0x1BA0,7072
0x65C3,26051,0x2516,9494
0x65C4,26052,0x7F3B,32571
0x65C5,26053,0xC99C,51612
0x65C6,26054,0xA468,42088
0x65C7,26055,0x4E6C,20076
0x65C8,26056,0x694B,26955
0x65C9,26057,0x28B1,10417
0x65CA,26058,0x812B,33067
0x65CB,26059,0x26FB,9979
0x65CC,26060,0x0C95,3221
0x65CD,26061,0x7AC1,31425
0x65CE,26062,0xE169,57705
0x65CF,26063,0x4E4E,20046
0x65D0,26064,0x6B1C,27420
0x65D1,26065,0x639C,25500
0x65D2,26066,0x5467,21607
0x65D3,26067,0x0770,1904
0x65D4,26068,0x491C,18716
0x65D5,26069,0x7F6E,32622
0x65D6,26070,0x0E2C,3628
0x65D7,26071,0x4985,18821
0x65D8,26072,0xAB32,43826
0x65D9,26073,0x279C,10140
0x65DA,26074,0xFE10,65040
0x65DB,26075,0xCE9B,52891
0x65DC,26076,0xBB00,47872
0x65DD,26077,0xCE02,52738
0x65DE,26078,0x0E0E,3598
0x65DF,26079,0x5FB1,24497
0x65E0,26080,0x048C,1164
0x65E1,26081,0x3A5C,14940
0x65E2,26082,0x6897,26775
0x65E3,26083,0x7B3F,31551
0x65E4,26084,0x6457,25687
0x65E5,26085,0x8459,33881
0x65E6,26086,0xBEFA,48890
0x65E7,26087,0x4EE4,20196
0x65E8,26088,0x3B6E,15214
0x65E9,26089,0x3B7F,15231
0x65EA,26090,0x0527,1319
0x65EB,26091,0xDB17,56087
0x65EC,26092,0x8ECA,36554
0x65ED,26093,0xCECE,52942
0x65EE,26094,0x6107,24839
0x65EF,26095,0x219A,8602
0x65F0,26096,0x3AF6,15094
0x65F1,26097,0x3AE7,15079
0x65F2,26098,0x63BE,25534
0x65F3,26099,0xB847,47175
0x65F4,26100,0x591D,22813
0x65F5,26101,0xCB52,52050
0x65F6,26102,0x5207,20999
0x65F7,26103,0x5E1A,24090
0x65F8,26104,0x3F1D,16157
0x65F9,26105,0xCE9B,52891
0x65FA,26106,0xAC35,44085
0x65FB,26107,0xD53B,54587
0x65FC,26108,0x4747,18247
0x65FD,26109,0x79C2,31170
0x65FE,26110,0x3883,14467
0x65FF,26111,0x8B12,35602
0x6600,26112,0x6F6F,28527
0x6601,26113,0x8239,33337
0x6602,26114,0x9E8F,40591
0x6603,26115,0x5D3B,23867
0x6604,26116,0xDB53,56147
0x6605,26117,0x89DC,35292
0x6606,26118,0xDFEC,57324
0x6607,26119,0xCE20,52768
0x6608,26120,0x3CE1,15585
0x6609,26121,0x88BB,35003
0x660A,26122,0xBDE8,48616
0x660B,26123,0xD7A0,55200
0x660C,26124,0x1526,5414
0x660D,26125,0xC1B6,49590
0x660E,26126,0x873C,34620
0x660F,26127,0x41BE,16830
0x6610,26128,0xC873,51315
0x6611,26129,0x6D6D,28013
0x6612,26130,0x5234,21044
0x6613,26131,0x169E,5790
0x6614,26132,0x9D37,40247
0x6615,26133,0x19C4,6596
0x6616,26134,0xEFAB,61355
0x6617,26135,0x41D8,16856
0x6618,26136,0xD2E1,53985
0x6619,26137,0xC07B,49275
0x661A,26138,0x06DB,1755
0x661B,26139,0x792C,31020
0x661C,26140,0xDACB,56011
0x661D,26141,0xE583,58755
0x661E,26142,0xF30C,62220
0x661F,26143,0x41FA,16890
0x6620,26144,0xB6F2,46834
0x6621,26145,0xCDAB,52651
0x6622,26146,0x0E0E,3598
0x6623,26147,0x93E4,37860
0x6624,26148,0x0CC0,3264
0x6625,26149,0x8E60,36448
0x6626,26150,0x1405,5125
0x6627,26151,0xE3B6,58294
0x6628,26152,0x7B2E,31534
0x6629,26153,0x97E0,38880
0x662A,26154,0x75A8,30120
0x662B,26155,0x02CE,718
0x662C,26156,0x259E,9630
0x662D,26157,0xC13E,49470
0x662E,26158,0x6D0B,27915
0x662F,26159,0x4A5B,19035
0x6630,26160,0x864A,34378
0x6631,26161,0xB43C,46140
0x6632,26162,0x0044,68
0x6633,26163,0x2828,10280
0x6634,26164,0xA479,42105
0x6635,26165,0xC158,49496
0x6636,26166,0x08A2,2210
0x6637,26167,0x49F2,18930
0x6638,26168,0xD6F4,55028
0x6639,26169,0x3C69,15465
0x663A,26170,0x4589,17801
0x663B,26171,0x0088,136
0x663C,26172,0xC33C,49980
0x663D,26173,0xC17A,49530
0x663E,26174,0xE709,59145
0x663F,26175,0x0734,1844
0x6640,26176,0xE7C5,59333
0x6641,26177,0xE943,59715
0x6642,26178,0x2DB4,11700
0x6643,26179,0x12CF,4815
0x6644,26180,0x0707,1799
0x6645,26181,0x4260,16992
0x6646,26182,0x8A02,35330
0x6647,26183,0xB685,46725
0x6648,26184,0x8B12,35602
0x6649,26185,0x6B7A,27514
0x664A,26186,0xC279,49785
0x664B,26187,0x619E,24990
0x664C,26188,0x0022,34
0x664D,26189,0x28E4,10468
0x664E,26190,0x0451,1105
0x664F,26191,0x79A4,31140
0x6650,26192,0x5EF4,24308
0x6651,26193,0x68E0,26848
0x6652,26194,0x439E,17310
0x6653,26195,0x1427,5159
0x6654,26196,0x5AE1,23265
0x6655,26197,0x0909,2313
0x6656,26198,0xFECD,65229
0x6657,26199,0x40C8,16584
0x6658,26200,0x836D,33645
0x6659,26201,0x0066,102
0x665A,26202,0x7986,31110
0x665B,26203,0xCBDA,52186
0x665C,26204,0x8A46,35398
0x665D,26205,0xC0E2,49378
0x665E,26206,0xABEF,44015
0x665F,26207,0x7520,29984
0x6660,26208,0xCDFE,52734
0x6661,26209,0xBEFA,48890
0x6662,26210,0x5140,20800
0x6663,26211,0x208A,8330
0x6664,26212,0x28A0,10400
0x6665,26213,0xDFEC,57324
0x6666,26214,0x0000,0
0x6667,26215,0xA028,41000
0x6668,26216,0x7DF5,32245
0x6669,26217,0x9E61,40545
0x666A,26218,0x7FB3,32691
0x666B,26219,0xCF21,53025
0x666C,26220,0x4114,16660
0x666D,26221,0x3CE1,15585
0x666E,26222,0x0145,325
0x666F,26223,0xD0B6,53430
0x6670,26224,0xE13C,57660
0x6671,26225,0x5162,20834
0x6672,26226,0x8228,33320
0x6673,26227,0x2200,8704
0x6674,26228,0xDB42,56130
0x6675,26229,0xD43A,54330
0x6676,26230,0x028A,650
0x6677,26231,0x7070,28784
0x6678,26232,0x3CC3,15555
0x6679,26233,0x6D83,28035
0x667A,26234,0xD5F7,54775
0x667B,26235,0x91A2,37282
0x667C,26236,0x9E43,40515
0x667D,26237,0x8822,34850
0x667E,26238,0xB37F,45951
0x667F,26239,0x1F3D,7997
0x6680,26240,0xC419,50201
0x6681,26241,0x6B0D,27405
0x6682,26242,0x5F0A,24330
0x6683,26243,0x77CC,30668
0x6684,26244,0xF56C,62828
0x6685,26245,0xA4E0,42208
0x6686,26246,0xDF57,57175
0x6687,26247,0xDA25,55845
0x6688,26248,0xDADA,56026
0x6689,26249,0xC21F,49695
0x668A,26250,0xC581,50561
0x668B,26251,0xD519,54553
0x668C,26252,0x2D3C,11580
0x668D,26253,0xE04A,57418
0x668E,26254,0x291A,10522
0x668F,26255,0xD00D,53261
0x6690,26256,0x4774,18292
0x6691,26257,0x0FE1,4065
0x6692,26258,0xB597,46487
0x6693,26259,0xCB61,52065
0x6694,26260,0xFA41,64065
0x6695,26261,0x685B,26715
0x6696,26262,0xE619,58905
0x6697,26263,0xCE75,52853
0x6698,26264,0x80F7,33015
0x6699,26265,0x2D2D,11565
0x669A,26266,0x0198,408
0x669B,26267,0xC149,49481
0x669C,26268,0xF258,62040
0x669D,26269,0x691E,26910
0x669E,26270,0x6C1B,27675
0x669F,26271,0x5137,20791
0x66A0,26272,0x13B9,5049
0x66A1,26273,0x941C,37916
0x66A2,26274,0x9081,36993
0x66A3,26275,0x6C0A,27658
0x66A4,26276,0x9C41,40001
0x66A5,26277,0x936C,37740
0x66A6,26278,0xFB37,64311
0x66A7,26279,0xC64E,50766
0x66A8,26280,0xE608,58888
0x66A9,26281,0x6DA1,28065
0x66AA,26282,0x2424,9252
0x66AB,26283,0xFDB9,64953
0x66AC,26284,0x831A,33562
0x66AD,26285,0xC7E5,51173
0x66AE,26286,0x0AD7,2775
0x66AF,26287,0xF5A0,62880
0x66B0,26288,0x836D,33645
0x66B1,26289,0x1D48,7496
0x66B2,26290,0x509C,20636
0x66B3,26291,0xC518,50456
0x66B4,26292,0x837C,33660
0x66B5,26293,0x3A7E,14974
0x66B6,26294,0xF21C,61980
0x66B7,26295,0x6F5C,28508
0x66B8,26296,0x9F06,40710
0x66B9,26297,0x59E2,23010
0x66BA,26298,0x0347,839
0x66BB,26299,0x9191,37265
0x66BC,26300,0x835E,33630
0x66BD,26301,0x7BB7,31671
0x66BE,26302,0x4114,16660
0x66BF,26303,0xA4D3,42195
0x66C0,26304,0xEB72,60274
0x66C1,26305,0xE33E,58174
0x66C2,26306,0x48F3,18675
0x66C3,26307,0x9B64,39780
0x66C4,26308,0xF249,62025
