input_hex,input_dec,output_hex,output_dec
0x4529,17705,0x208A,8330
0x452A,17706,0xAB98,43928
0x452B,17707,0x0918,2328
0x452C,17708,0x7F80,32640
0x452D,17709,0x0DE3,3555
0x452E,17710,0x7733,30515
0x452F,17711,0xFE98,65176
0x4530,17712,0x5B4A,23370
0x4531,17713,0x02CE,718
0x4532,17714,0x3131,12593
0x4533,17715,0xC0E2,49378
0x4534,17716,0xF395,62357
0x4535,17717,0x6E4C,28236
0x4536,17718,0x8594,34196
0x4537,17719,0xB1E4,45540
0x4538,17720,0xC16B,49515
0x4539,17721,0xB1A0,45472
0x453A,17722,0xDC32,56370
0x453B,17723,0x53CA,21450
0x453C,17724,0xDF02,57090
0x453D,17725,0x7B84,31620
0x453E,17726,0x6D0B,27915
0x453F,17727,0xAB10,43792
0x4540,17728,0x5EF4,24308
0x4541,17729,0xF11F,61727
0x4542,17730,0x53E8,21480
0x4543,17731,0x90F6,37110
0x4544,17732,0x8A02,35330
0x4545,17733,0x7777,30583
0x4546,17734,0x0462,1122
0x4547,17735,0x91B3,37299
0x4548,17736,0xD4A3,54435
0x4549,17737,0xBB22,47906
0x454A,17738,0x5BA4,23460
0x454B,17739,0x1054,4180
0x454C,17740,0xE529,58665
0x454D,17741,0x2EF3,12019
0x454E,17742,0x1032,4146
0x454F,17743,0xBA10,47632
0x4550,17744,0x4F92,20370
0x4551,17745,0x5603,22019
0x4552,17746,0xC75E,51038
0x4553,17747,0xE7F6,59382
0x4554,17748,0x2525,9509
0x4555,17749,0xB209,45577
0x4556,17750,0x8D36,36150
0x4557,17751,0xE67F,59007
0x4558,17752,0xEB8D,60301
0x4559,17753,0x4EC6,20166
0x455A,17754,0x93D7,37847
0x455B,17755,0xA35C,41820
0x455C,17756,0xAC42,44098
0x455D,17757,0xA16D,41325
0x455E,17758,0x3993,14739
0x455F,17759,0x16CB,5835
0x4560,17760,0xDA52,55890
0x4561,17761,0x43DA,17370
0x4562,17762,0x1FB5,8117
0x4563,17763,0xAB89,43913
0x4564,17764,0x87E1,34785
0x4565,17765,0xEE99,61081
0x4566,17766,0x6042,24642
0x4567,17767,0x8989,35209
0x4568,17768,0x58A7,22695
0x4569,17769,0x18F6,6390
0x456A,17770,0xD805,55301
0x456B,17771,0x6E08,28168
0x456C,17772,0x7502,29954
0x456D,17773,0x580D,22541
0x456E,17774,0x30A9,12457
0x456F,17775,0x2332,9010
0x4570,17776,0xC059,49241
0x4571,17777,0x591D,22813
0x4572,17778,0x957B,38267
0x4573,17779,0x2389,9097
0x4574,17780,0x179F,6047
0x4575,17781,0xDB42,56130
0x4576,17782,0x3F3F,16191
0x4577,17783,0x47CF,18383
0x4578,17784,0x684A,26698
0x4579,17785,0xF10E,61710
0x457A,17786,0xE583,58755
0x457B,17787,0x813A,33082
0x457C,17788,0x0A5F,2655
0x457D,17789,0x694B,26955
0x457E,17790,0xA9B8,43448
0x457F,17791,0x6701,26369
0x4580,17792,0xBC8F,48271
0x4581,17793,0x0B29,2857
0x4582,17794,0x2233,8755
0x4583,17795,0xA208,41480
0x4584,17796,0xBEAF,48815
0x4585,17797,0x2DE1,11745
0x4586,17798,0x25DA,9690
0x4587,17799,0x2F3E,12094
0x4588,17800,0x3FB7,16311
0x4589,17801,0xB8B8,47288
0x458A,17802,0x35AC,13740
0x458B,17803,0x0347,839
0x458C,17804,0x9C36,39990
0x458D,17805,0xAC8E,44174
0x458E,17806,0x2F3E,12094
0x458F,17807,0x56CF,22223
0x4590,17808,0xF51B,62747
0x4591,17809,0xB67A,46714
0x4592,17810,0xE14B,57675
0x4593,17811,0x0077,119
0x4594,17812,0xF539,62777
0x4595,17813,0x3B7F,15231
0x4596,17814,0x873C,34620
0x4597,17815,0x718E,29070
0x4598,17816,0xB5B5,46517
0x4599,17817,0x81A3,33187
0x459A,17818,0x843F,33855
0x459B,17819,0xAE62,44642
0x459C,17820,0xA01B,40987
0x459D,17821,0x248E,9358
0x459E,17822,0xD54C,54604
0x459F,17823,0x1C6B,7275
0x45A0,17824,0x59B7,22967
0x45A1,17825,0xAF05,44805
0x45A2,17826,0x0330,816
0x45A3,17827,0x7160,29024
0x45A4,17828,0x2FD0,12240
0x45A5,17829,0x0541,1345
0x45A6,17830,0x75CE,30158
0x45A7,17831,0xD74E,55118
0x45A8,17832,0x6457,25687
0x45A9,17833,0x0C48,3144
0x45AA,17834,0x5410,21520
0x45AB,17835,0x4A4A,19018
0x45AC,17836,0x07DA,2010
0x45AD,17837,0x83B0,33712
0x45AE,17838,0x2E7B,11899
0x45AF,17839,0x9678,38520
0x45B0,17840,0x4316,17174
0x45B1,17841,0x47A9,18345
0x45B2,17842,0xE36B,58219
0x45B3,17843,0x8CEA,36074
0x45B4,17844,0x07BC,1980
0x45B5,17845,0x29D6,10710
0x45B6,17846,0x690F,26895
0x45B7,17847,0x1EC3,7875
0x45B8,17848,0x01EF,495
0x45B9,17849,0x94A7,38055
0x45BA,17850,0x5A5A,23130
0x45BB,17851,0x780F,30735
0x45BC,17852,0x079E,1950
0x45BD,17853,0xAE40,44608
0x45BE,17854,0x2D0F,11535
0x45BF,17855,0xEB41,60225
0x45C0,17856,0x7F6E,32622
0x45C1,17857,0xAA99,43673
0x45C2,17858,0x0FF0,4080
0x45C3,17859,0xF9E8,63976
0x45C4,17860,0xD9BF,55743
0x45C5,17861,0x39B1,14769
0x45C6,17862,0x3443,13379
0x45C7,17863,0x2983,10627
0x45C8,17864,0x2772,10098
0x45C9,17865,0x0DE3,3555
0x45CA,17866,0xC2D3,49875
0x45CB,17867,0xB975,47477
0x45CC,17868,0xA34D,41805
0x45CD,17869,0x8C8C,35980
0x45CE,17870,0x950C,38156
0x45CF,17871,0x9D8C,40332
0x45D0,17872,0xC7F4,51188
0x45D1,17873,0x3B80,15232
0x45D2,17874,0x7B0C,31500
0x45D3,17875,0x738C,29580
0x45D4,17876,0x1F3D,7997
0x45D5,17877,0xFF33,65331
0x45D6,17878,0x258F,9615
0x45D7,17879,0x0EE0,3808
0x45D8,17880,0xE907,59655
0x45D9,17881,0xA4F1,42225
0x45DA,17882,0x85B6,34230
0x45DB,17883,0x186F,6255
0x45DC,17884,0x3F3F,16191
0x45DD,17885,0x179F,6047
0x45DE,17886,0xC12F,49455
0x45DF,17887,0xBE8D,48781
0x45E0,17888,0x728D,29325
0x45E1,17889,0xA785,42885
0x45E2,17890,0x5FE4,24548
0x45E3,17891,0x5E6D,24173
0x45E4,17892,0x06E8,1768
0x45E5,17893,0xA10B,41227
0x45E6,17894,0x86E0,34528
0x45E7,17895,0xC98D,51597
0x45E8,17896,0x7557,30039
0x45E9,17897,0x8CBF,36031
0x45EA,17898,0x4BE1,19425
0x45EB,17899,0x23CD,9165
0x45EC,17900,0x06CA,1738
0x45ED,17901,0x2662,9826
0x45EE,17902,0x628C,25228
0x45EF,17903,0x6C6C,27756
0x45F0,17904,0x7799,30617
0x45F1,17905,0xA25D,41565
0x45F2,17906,0x1AD6,6870
0x45F3,17907,0x1AC7,6855
0x45F4,17908,0xF45E,62558
0x45F5,17909,0x469B,18075
0x45F6,17910,0x77AA,30634
0x45F7,17911,0xB62F,46639
0x45F8,17912,0x26EA,9962
0x45F9,17913,0x846A,33898
0x45FA,17914,0xD6C7,54983
0x45FB,17915,0xC16B,49515
0x45FC,17916,0x917F,37247
0x45FD,17917,0xCD01,52481
0x45FE,17918,0x9191,37265
0x45FF,17919,0x0220,544
0x4600,17920,0xC972,51570
0x4601,17921,0x5C6F,23663
0x4602,17922,0x6464,25700
0x4603,17923,0x7D0A,32010
0x4604,17924,0x4F29,20265
0x4605,17925,0xAB23,43811
0x4606,17926,0x67BA,26554
0x4607,17927,0xF9AC,63916
0x4608,17928,0x83D6,33750
0x4609,17929,0x4D3A,19770
0x460A,17930,0xDE9A,56986
0x460B,17931,0xD7B1,55217
0x460C,17932,0x8D05,36101
0x460D,17933,0x0FF0,4080
0x460E,17934,0xD3E0,54240
0x460F,17935,0x52E9,21225
0x4610,17936,0x10DC,4316
0x4611,17937,0x9B13,39699
0x4612,17938,0xEF32,61234
0x4613,17939,0xFAFA,64250
0x4614,17940,0x7D6C,32108
0x4615,17941,0x128B,4747
0x4616,17942,0x7A2F,31279
0x4617,17943,0xC9D8,51672
0x4618,17944,0xC378,50040
0x4619,17945,0xD683,54915
0x461A,17946,0xD940,55616
0x461B,17947,0xC9EB,51691
0x461C,17948,0xA45B,42075
0x461D,17949,0xE493,58515
0x461E,17950,0x89FE,35326
0x461F,17951,0xF593,62867
0x4620,17952,0xCFCF,53199
0x4621,17953,0x0C84,3204
0x4622,17954,0xCF47,53063
0x4623,17955,0x7D4E,32078
0x4624,17956,0x2F3E,12094
0x4625,17957,0x53F9,21497
0x4626,17958,0x85B6,34230
0x4627,17959,0xAB89,43913
0x4628,17960,0x4C08,19464
0x4629,17961,0x3A5C,14940
0x462A,17962,0x2A7F,10879
0x462B,17963,0xFE10,65040
0x462C,17964,0xBE72,48754
0x462D,17965,0xF087,61575
0x462E,17966,0xD591,54673
0x462F,17967,0x9669,38505
0x4630,17968,0x0CE2,3298
0x4631,17969,0x8A8A,35466
0x4632,17970,0xE02C,57388
0x4633,17971,0x9E16,40470
0x4634,17972,0x1CB6,7350
0x4635,17973,0x4958,18776
0x4636,17974,0xB209,45577
0x4637,17975,0xA192,41362
0x4638,17976,0xA8CE,43214
0x4639,17977,0x496B,18795
0x463A,17978,0xB3C4,46020
0x463B,17979,0xC963,51555
0x463C,17980,0xD094,53396
0x463D,17981,0xF492,62610
0x463E,17982,0xED12,60690
0x463F,17983,0x9584,38276
0x4640,17984,0x861F,34335
0x4641,17985,0x1CA7,7335
0x4642,17986,0x6CE4,27876
0x4643,17987,0xF7A2,63394
0x4644,17988,0x0A28,2600
0x4645,17989,0x6204,25092
0x4646,17990,0xEEEE,61166
0x4647,17991,0x4664,18020
0x4648,17992,0xE853,59475
0x4649,17993,0x04FB,1275
0x464A,17994,0xDA43,55875
0x464B,17995,0xC8BF,51391
0x464C,17996,0xB8ED,47341
0x464D,17997,0x5324,21284
0x464E,17998,0x7FC4,32708
0x464F,17999,0xC8AE,51374
0x4650,18000,0xA7B6,42934
0x4651,18001,0x39A0,14752
0x4652,18002,0x99CC,39372
0x4653,18003,0x17AC,6060
0x4654,18004,0xCA53,51795
0x4655,18005,0xA875,43125
0x4656,18006,0x7799,30617
0x4657,18007,0x9191,37265
0x4658,18008,0xFB04,64260
0x4659,18009,0xD7C6,55238
0x465A,18010,0x7FC4,32708
0x465B,18011,0x1C85,7301
0x465C,18012,0xB7F3,47091
0x465D,18013,0xC491,50321
0x465E,18014,0x7645,30277
0x465F,18015,0xD591,54673
0x4660,18016,0x3DB5,15797
0x4661,18017,0x79D3,31187
0x4662,18018,0x00CC,204
0x4663,18019,0x9A47,39495
0x4664,18020,0x7070,28784
0x4665,18021,0x15AE,5550
0x4666,18022,0x028A,650
0x4667,18023,0x2DB4,11700
0x4668,18024,0xCF56,53078
0x4669,18025,0x1FA4,8100
0x466A,18026,0x19C4,6596
0x466B,18027,0xC837,51255
0x466C,18028,0x9F24,40740
0x466D,18029,0xCD01,52481
0x466E,18030,0xDC76,56438
0x466F,18031,0x694B,26955
0x4670,18032,0xB3E6,46054
0x4671,18033,0x2CA4,11428
0x4672,18034,0x8B65,35685
0x4673,18035,0x92A1,37537
0x4674,18036,0xB658,46680
0x4675,18037,0x4848,18504
0x4676,18038,0x8B47,35655
0x4677,18039,0x68D3,26835
0x4678,18040,0x3F84,16260
0x4679,18041,0x487B,18555
0x467A,18042,0x8877,34935
0x467B,18043,0xC873,51315
0x467C,18044,0xF5C6,62918
0x467D,18045,0x486A,18538
0x467E,18046,0x64EC,25836
0x467F,18047,0x3164,12644
0x4680,18048,0x5DF7,24055
0x4681,18049,0xB26F,45679
0x4682,18050,0x0C7B,3195
0x4683,18051,0x8CBF,36031
0x4684,18052,0x279C,10140
0x4685,18053,0x7887,30855
0x4686,18054,0x7B48,31560
0x4687,18055,0x1199,4505
0x4688,18056,0xDFCE,57294
0x4689,18057,0xAC35,44085
0x468A,18058,0x7474,29812
0x468B,18059,0xC0E2,49378
0x468C,18060,0x9CFA,40186
0x468D,18061,0xCB16,51990
0x468E,18062,0x1C58,7256
0x468F,18063,0x43E9,17385
0x4690,18064,0xEC64,60516
0x4691,18065,0xE74D,59213
0x4692,18066,0xFD31,64817
0x4693,18067,0xB26F,45679
0x4694,18068,0xFF00,65280
0x4695,18069,0x84A6,33958
0x4696,18070,0x8BFC,35836
0x4697,18071,0x2EB7,11959
0x4698,18072,0x695A,26970
0x4699,18073,0x2CF1,11505
0x469A,18074,0x8BCF,35791
0x469B,18075,0xCDCD,52685
0x469C,18076,0x8899,34969
0x469D,18077,0xDFEC,57324
0x469E,18078,0xBD17,48407
0x469F,18079,0x3AB2,15026
0x46A0,18080,0x6547,25927
0x46A1,18081,0x99AA,39338
0x46A2,18082,0x7E2B,32299
0x46A3,18083,0x8B65,35685
0x46A4,18084,0x1A29,6697
0x46A5,18085,0x4EC6,20166
0x46A6,18086,0xC6E4,50916
0x46A7,18087,0xC936,51510
0x46A8,18088,0x2F2F,12079
0x46A9,18089,0x429F,17055
0x46AA,18090,0x3740,14144
0x46AB,18091,0xA33A,41786
0x46AC,18092,0xA52D,42285
0x46AD,18093,0x9A30,39472
0x46AE,18094,0x59C0,22976
0x46AF,18095,0x972C,38700
0x46B0,18096,0x4026,16422
0x46B1,18097,0x3416,13334
0x46B2,18098,0x8B65,35685
0x46B3,18099,0x2570,9584
0x46B4,18100,0x0B7C,2940
0x46B5,18101,0x1F2C,7980
0x46B6,18102,0xE916,59670
0x46B7,18103,0xF0B4,61620
0x46B8,18104,0x0B4F,2895
0x46B9,18105,0x6969,26985
0x46BA,18106,0xA794,42900
0x46BB,18107,0xB4C3,46275
0x46BC,18108,0xBC16,48150
0x46BD,18109,0x4BA5,19365
0x46BE,18110,0x8D05,36101
0x46BF,18111,0x5335,21301
0x46C0,18112,0x4C08,19464
0x46C1,18113,0x0AF5,2805
0x46C2,18114,0x8E17,36375
0x46C3,18115,0x2C97,11415
0x46C4,18116,0x2882,10370
0x46C5,18117,0x8008,32776
0x46C6,18118,0xFC47,64583
0x46C7,18119,0xA695,42645
0x46C8,18120,0xA138,41272
0x46C9,18121,0x4E5F,20063
0x46CA,18122,0x8A9B,35483
0x46CB,18123,0x7DD7,32215
0x46CC,18124,0xC927,51495
0x46CD,18125,0x14D8,5336
0x46CE,18126,0xDADA,56026
0x46CF,18127,0x2165,8549
0x46D0,18128,0x38C7,14535
0x46D1,18129,0x4AF1,19185
0x46D2,18130,0x0F2D,3885
0x46D3,18131,0x1625,5669
0x46D4,18132,0x7205,29189
0x46D5,18133,0xE943,59715
0x46D6,18134,0x784B,30795
0x46D7,18135,0xC378,50040
0x46D8,18136,0xCF47,53063
0x46D9,18137,0x178E,6030
0x46DA,18138,0x1EB4,7860
0x46DB,18139,0x42AC,17068
0x46DC,18140,0xADCB,44491
0x46DD,18141,0x957B,38267
0x46DE,18142,0x3CE1,15585
0x46DF,18143,0xE8E8,59624
0x46E0,18144,0x92A1,37537
0x46E1,18145,0x3047,12359
0x46E2,18146,0x8A31,35377
0x46E3,18147,0xED12,60690
0x46E4,18148,0x538E,21390
0x46E5,18149,0x0167,359
0x46E6,18150,0xDB71,56177
0x46E7,18151,0xAC8E,44174
0x46E8,18152,0xC518,50456
0x46E9,18153,0xECB9,60601
0x46EA,18154,0xA4C2,42178
0x46EB,18155,0xB99B,47515
0x46EC,18156,0x8D8D,36237
0x46ED,18157,0xB865,47205
0x46EE,18158,0x29C7,10695
0x46EF,18159,0x6E08,28168
0x46F0,18160,0x3E85,16005
0x46F1,18161,0x29E5,10725
0x46F2,18162,0x48B7,18615
0x46F3,18163,0xDA52,55890
0x46F4,18164,0x0A6C,2668
0x46F5,18165,0xBB66,47974
0x46F6,18166,0x6AE2,27362
0x46F7,18167,0x5104,20740
0x46F8,18168,0x0A5F,2655
0x46F9,18169,0x296D,10605
0x46FA,18170,0x8A57,35415
0x46FB,18171,0xA794,42900
0x46FC,18172,0x0A4E,2638
0x46FD,18173,0xEFEF,61423
0x46FE,18174,0x2345,9029
0x46FF,18175,0xBACD,47821
0x4700,18176,0x138A,5002
0x4701,18177,0x097E,2430
0x4702,18178,0x91E6,37350
0x4703,18179,0x4C4C,19532
0x4704,18180,0x5173,20851
0x4705,18181,0xD21E,53790
0x4706,18182,0x64CE,25806
0x4707,18183,0x2763,10083
0x4708,18184,0x1C0D,7181
0x4709,18185,0xD379,54137
0x470A,18186,0x3704,14084
0x470B,18187,0x092B,2347
0x470C,18188,0x12ED,4845
0x470D,18189,0xEC9B,60571
0x470E,18190,0x4F0B,20235
0x470F,18191,0x3C0F,15375
0x4710,18192,0x00EE,238
0x4711,18193,0x791F,31007
0x4712,18194,0xD8D8,55512
0x4713,18195,0xC4E6,50406
0x4714,18196,0x13DF,5087
0x4715,18197,0x5B4A,23370
0x4716,18198,0xCE46,52806
0x4717,18199,0x3065,12389
0x4718,18200,0xF4A1,62625
0x4719,18201,0xD1A6,53670
0x471A,18202,0xD7C6,55238
0x471B,18203,0x579B,22427
0x471C,18204,0xDB06,56070
0x471D,18205,0x4DB2,19890
0x471E,18206,0x7D1B,32027
0x471F,18207,0x759B,30107
0x4720,18208,0x7B3F,31551
0x4721,18209,0x5959,22873
0x4722,18210,0xB17D,45437
0x4723,18211,0x2C0E,11278
0x4724,18212,0xDC76,56438
0x4725,18213,0xB89A,47258
0x4726,18214,0x6D1A,27930
0x4727,18215,0x965A,38490
0x4728,18216,0xB37F,45951
0x4729,18217,0xDE9A,56986
0x472A,18218,0xEEFF,61183
0x472B,18219,0xBA10,47632
0x472C,18220,0xCC88,52360
0x472D,18221,0xFC9A,64666
0x472E,18222,0x44BB,17595
0x472F,18223,0x825F,33375
0x4730,18224,0x7676,30326
0x4731,18225,0x84A6,33958
0x4732,18226,0x0110,272
0x4733,18227,0x8D14,36116
0x4734,18228,0xBB00,47872
0x4735,18229,0x4D18,19736
0x4736,18230,0xA2C4,41668
0x4737,18231,0xCD10,52496
0x4738,18232,0xC34B,49995
0x4739,18233,0x95A6,38310
0x473A,18234,0x8D27,36135
0x473B,18235,0xCD23,52515
0x473C,18236,0x0D3E,3390
0x473D,18237,0x4352,17234
0x473E,18238,0x6D1A,27930
0x473F,18239,0xE718,59160
0x4740,18240,0x42F9,17145
0x4741,18241,0xD519,54553
0x4742,18242,0x208A,8330
0x4743,18243,0xCCDD,52445
0x4744,18244,0xB37F,45951
0x4745,18245,0xB391,45969
0x4746,18246,0x6446,25670
0x4747,18247,0x3333,13107
0x4748,18248,0xC03F,49215
0x4749,18249,0x91B3,37299
0x474A,18250,0x8CFB,36091
0x474B,18251,0x33FF,13311
0x474C,18252,0xB9FD,47613
0x474D,18253,0xCC99,52377
0x474E,18254,0xD519,54553
0x474F,18255,0xDD99,56729
0x4750,18256,0xEAD9,60121
0x4751,18257,0x5713,22291
0x4752,18258,0x4EC6,20166
0x4753,18259,0x3399,13209
0x4754,18260,0xA11A,41242
0x4755,18261,0x42DB,17115
0x4756,18262,0x1919,6425
0x4757,18263,0x4E6C,20076
0x4758,18264,0x6622,26146
0x4759,18265,0xC639,50745
0x475A,18266,0x7F19,32537
0x475B,18267,0x9B13,39699
0x475C,18268,0x2F7A,12154
0x475D,18269,0x591D,22813
0x475E,18270,0x1BC6,7110
0x475F,18271,0xAB98,43928
0x4760,18272,0x5BF1,23537
0x4761,18273,0xC7B0,51120
0x4762,18274,0x8C51,35921
0x4763,18275,0xAB98,43928
0x4764,18276,0xC914,51476
0x4765,18277,0x9898,39064
0x4766,18278,0x85B6,34230
0x4767,18279,0xCC44,52292
0x4768,18280,0x0C7B,3195
0x4769,18281,0xFE98,65176
0x476A,18282,0xE718,59160
0x476B,18283,0xEF98,61336
0x476C,18284,0xE9DA,59866
0x476D,18285,0x4C6E,19566
0x476E,18286,0xC518,50456
0x476F,18287,0x4C19,19481
0x4770,18288,0x7F6E,32622
0x4771,18289,0xF45E,62558
0x4772,18290,0x975B,38747
0x4773,18291,0xDFCE,57294
0x4774,18292,0x7E7E,32382
0x4775,18293,0xB10A,45322
0x4776,18294,0x5126,20774
0x4777,18295,0xCC00,52224
0x4778,18296,0x6006,24582
0x4779,18297,0x2332,9010
0x477A,18298,0x6F18,28440
0x477B,18299,0xCC33,52275
0x477C,18300,0x3B7F,15231
0x477D,18301,0x79B5,31157
0x477E,18302,0xF1A4,61860
0x477F,18303,0xFA14,64020
0x4780,18304,0xBC9E,48286
0x4781,18305,0xDF75,57205
0x4782,18306,0x2FB6,12214
0x4783,18307,0xBB66,47974
0x4784,18308,0x5FA0,24480
0x4785,18309,0x98BA,39098
0x4786,18310,0x9CEB,40171
0x4787,18311,0x0B6D,2925
0x4788,18312,0x33FF,13311
0x4789,18313,0xFE45,65093
0x478A,18314,0x27FA,10234
0x478B,18315,0x0606,1542
0x478C,18316,0x9485,38021
0x478D,18317,0xDC10,56336
0x478E,18318,0x5E0B,24075
0x478F,18319,0x7AA7,31399
0x4790,18320,0x5CF6,23798
0x4791,18321,0x4FA1,20385
0x4792,18322,0xD6C7,54983
0x4793,18323,0xA2C4,41668
0x4794,18324,0xDA07,55815
0x4795,18325,0x47B8,18360
0x4796,18326,0x8FBC,36796
0x4797,18327,0x3E7A,15994
0x4798,18328,0xC387,50055
0x4799,18329,0x069F,1695
0x479A,18330,0x1F1F,7967
0x479B,18331,0x77CC,30668
0x479C,18332,0x0F96,3990
0x479D,18333,0x3E49,15945
0x479E,18334,0x3D1F,15647
0x479F,18335,0xC46E,50286
0x47A0,18336,0xA7C1,42945
0x47A1,18337,0x2103,8451
0x47A2,18338,0xFE89,65161
0x47A3,18339,0xF4A1,62625
0x47A4,18340,0xF01E,61470
0x47A5,18341,0xA4C2,42178
0x47A6,18342,0x16E9,5865
0x47A7,18343,0xCC44,52292
0x47A8,18344,0xAF8D,44941
0x47A9,18345,0xB3B3,46003
0x47AA,18346,0xA66A,42602
0x47AB,18347,0x914C,37196
0x47AC,18348,0xB41E,46110
0x47AD,18349,0x3AE7,15079
0x47AE,18350,0x9823,38947
0x47AF,18351,0xC75E,51038
0x47B0,18352,0x9687,38535
0x47B1,18353,0x3CA5,15525
0x47B2,18354,0x8F25,36645
0x47B3,18355,0x06E8,1768
0x47B4,18356,0x0F3C,3900
0x47B5,18357,0x8E06,36358
0x47B6,18358,0x8F34,36660
0x47B7,18359,0xFE01,65025
0x47B8,18360,0x4B4B,19275
0x47B9,18361,0x169E,5790
0x47BA,18362,0x03DE,990
0x47BB,18363,0xF492,62610
0x47BC,18364,0x03DE,990
0x47BD,18365,0xAF05,44805
0x47BE,18366,0xA794,42900
0x47BF,18367,0xEA04,59908
0x47C0,18368,0xDA25,55845
0x47C1,18369,0xE934,59700
0x47C2,18370,0x8EF9,36601
0x47C3,18371,0x2F49,12105
0x47C4,18372,0x0EE0,3808
0x47C5,18373,0xF7A2,63394
0x47C6,18374,0x8EE8,36584
0x47C7,18375,0x2637,9783
0x47C8,18376,0x9382,37762
0x47C9,18377,0x6C5F,27743
0x47CA,18378,0x3B6E,15214
0x47CB,18379,0x0FD2,4050
0x47CC,18380,0xB1D7,45527
0x47CD,18381,0xE50B,58635
0x47CE,18382,0x951D,38173
0x47CF,18383,0x6868,26728
0x47D0,18384,0x3012,12306
0x47D1,18385,0xD22D,53805
0x47D2,18386,0x7B1D,31517
0x47D3,18387,0x3AE7,15079
0x47D4,18388,0xD287,53895
0x47D5,18389,0x8668,34408
0x47D6,18390,0x591D,22813
0x47D7,18391,0x0E3D,3645
0x47D8,18392,0x6B0D,27405
0x47D9,18393,0x0642,1602
0x47DA,18394,0xF917,63767
0x47DB,18395,0xD386,54150
0x47DC,18396,0x7F6E,32622
0x47DD,18397,0x7016,28694
0x47DE,18398,0xA9A9,43433
0x47DF,18399,0xE13C,57660
0x47E0,18400,0xD00D,53261
0x47E1,18401,0x291A,10522
0x47E2,18402,0xE31C,58140
0x47E3,18403,0x7C38,31800
0x47E4,18404,0xD01C,53276
0x47E5,18405,0x835E,33630
0x47E6,18406,0x8E60,36448
0x47E7,18407,0xD67C,54908
0x47E8,18408,0x0FA5,4005
0x47E9,18409,0x26FB,9979
0x47EA,18410,0x6AD1,27345
0x47EB,18411,0x8D14,36116
0x47EC,18412,0x0E4A,3658
0x47ED,18413,0xD7D7,55255
0x47EE,18414,0x0C95,3221
0x47EF,18415,0x6226,25126
0x47F0,18416,0x8CEA,36074
0x47F1,18417,0x2552,9554
0x47F2,18418,0x6B1C,27420
0x47F3,18419,0xD52A,54570
0x47F4,18420,0xF44F,62543
0x47F5,18421,0x5C6F,23663
0x47F6,18422,0x8E24,36388
0x47F7,18423,0x7F6E,32622
0x47F8,18424,0xC9EB,51691
0x47F9,18425,0x7520,29984
0x47FA,18426,0x9955,39253
0x47FB,18427,0xD1C0,53696
0x47FC,18428,0x4949,18761
0x47FD,18429,0x0F2D,3885
0x47FE,18430,0xEC02,60418
0x47FF,18431,0x4589,17801
0x4800,18432,0x0D6B,3435
0x4801,18433,0x2B90,11152
0x4802,18434,0x3B80,15232
0x4803,18435,0x4BB4,19380
0x4804,18436,0x3210,12816
0x4805,18437,0xF63A,63034
0x4806,18438,0xB41E,46110
0x4807,18439,0x7160,29024
0x4808,18440,0x1991,6545
0x4809,18441,0xC194,49556
0x480A,18442,0x2BB2,11186
0x480B,18443,0x378C,14220
0x480C,18444,0x1313,4883
0x480D,18445,0x3113,12563
0x480E,18446,0x03ED,1005
0x480F,18447,0x950C,38156
0x4810,18448,0x48A6,18598
0x4811,18449,0x0B38,2872
0x4812,18450,0x59A6,22950
0x4813,18451,0x11FF,4607
0x4814,18452,0xB3D5,46037
0x4815,18453,0xA785,42885
0x4816,18454,0x57B9,22457
0x4817,18455,0x1EB4,7860
0x4818,18456,0xF75D,63325
0x4819,18457,0x6776,26486
0x481A,18458,0x692D,26925
0x481B,18459,0xEC20,60448
0x481C,18460,0x3C4B,15435
0x481D,18461,0x7272,29298
0x481E,18462,0xDEB8,57016
0x481F,18463,0xCE75,52853
0x4820,18464,0x5126,20774
0x4821,18465,0xD22D,53805
0x4822,18466,0x8DEB,36331
0x4823,18467,0x3276,12918
0x4824,18468,0x0653,1619
0x4825,18469,0x280A,10250
0x4826,18470,0x36EB,14059
0x4827,18471,0x6402,25602
0x4828,18472,0xF069,61545
0x4829,18473,0xEE55,61013
0x482A,18474,0xE907,59655
0x482B,18475,0x491C,18716
0x482C,18476,0x1BC6,7110
0x482D,18477,0x6701,26369
0x482E,18478,0x1D1D,7453
0x482F,18479,0x6042,24642
0x4830,18480,0x9867,39015
0x4831,18481,0x964B,38475
0x4832,18482,0x6F2B,28459
0x4833,18483,0xBA23,47651
0x4834,18484,0x9889,39049
0x4835,18485,0x7D28,32040
0x4836,18486,0xA8CE,43214
0x4837,18487,0xF2D0,62160
0x4838,18488,0xE6C4,59076
0x4839,18489,0x5FC6,24518
0x483A,18490,0x0E5B,3675
0x483B,18491,0xFE89,65161
0x483C,18492,0xBE8D,48781
0x483D,18493,0xEC9B,60571
0x483E,18494,0xED65,60773
0x483F,18495,0xB9B9,47545
0x4840,18496,0x8998,35224
0x4841,18497,0xBA89,47753
0x4842,18498,0x8BDE,35806
0x4843,18499,0xAC8E,44174
0x4844,18500,0x2F49,12105
0x4845,18501,0xA3D4,41940
0x4846,18502,0x53E8,21480
0x4847,18503,0x3FC0,16320
0x4848,18504,0xCCCC,52428
0x4849,18505,0x1A5E,6750
0x484A,18506,0x61E9,25065
0x484B,18507,0x3FF3,16371
0x484C,18508,0xB139,45369
0x484D,18509,0xB11B,45339
